ID	SampleName	SamplingDate	Continent	Country	Location	lineage	ambiguity_score	pangoLEARN_version	pango_version	tardis_location
hCoV-19/USA/FL-BPHL-0375/2020|EPI_ISL_489784|2020-04-21|NorthAmerica	EPI_ISL_489784	2020-04-21	NorthAmerica	USA	FL	B.1.108	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0372/2020|EPI_ISL_489781|2020-04-21|NorthAmerica	EPI_ISL_489781	2020-04-21	NorthAmerica	USA	FL	B.1.108	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0320/2020|EPI_ISL_489729|2020-04-13|NorthAmerica	EPI_ISL_489729	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1850/2020|EPI_ISL_613930|2020-04-09|NorthAmerica	EPI_ISL_613930	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-04-UMTL-975H/2020|EPI_ISL_479762|2020-04-07|NorthAmerica	EPI_ISL_479762	2020-04-07	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0319/2020|EPI_ISL_489728|2020-04-13|NorthAmerica	EPI_ISL_489728	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1964/2020|EPI_ISL_653117|2020-04-10|NorthAmerica	EPI_ISL_653117	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1453/2020|EPI_ISL_549235|2020-04-08|NorthAmerica	EPI_ISL_549235	2020-04-08	NorthAmerica	USA	FL	B.1	0.942977331152138	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0207/2020|EPI_ISL_480858|2020-04-14|NorthAmerica	EPI_ISL_480858	2020-04-14	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0334/2020|EPI_ISL_489743|2020-04-15|NorthAmerica	EPI_ISL_489743	2020-04-15	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-225/2020|EPI_ISL_498706|2020-04-16|NorthAmerica	EPI_ISL_498706	2020-04-16	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1834/2020|EPI_ISL_613917|2020-04-09|NorthAmerica	EPI_ISL_613917	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0342/2020|EPI_ISL_489751|2020-04-20|NorthAmerica	EPI_ISL_489751	2020-04-20	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1463/2020|EPI_ISL_549245|2020-04-24|NorthAmerica	EPI_ISL_549245	2020-04-24	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1828/2020|EPI_ISL_613914|2020-04-08|NorthAmerica	EPI_ISL_613914	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0894/2020|EPI_ISL_517784|2020-04-03|NorthAmerica	EPI_ISL_517784	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0633/2020|EPI_ISL_508837|2020-04-06|NorthAmerica	EPI_ISL_508837	2020-04-06	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0166/2020|EPI_ISL_480817|2020-04-02|NorthAmerica	EPI_ISL_480817	2020-04-02	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0137/2020|EPI_ISL_450871|2020-04-10|NorthAmerica	EPI_ISL_450871	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1846/2020|EPI_ISL_613926|2020-04-09|NorthAmerica	EPI_ISL_613926	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1824/2020|EPI_ISL_613911|2020-04-08|NorthAmerica	EPI_ISL_613911	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1817/2020|EPI_ISL_613906|2020-04-08|NorthAmerica	EPI_ISL_613906	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1968/2020|EPI_ISL_653121|2020-04-15|NorthAmerica	EPI_ISL_653121	2020-04-15	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1976/2020|EPI_ISL_653129|2020-04-16|NorthAmerica	EPI_ISL_653129	2020-04-16	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0072/2020|EPI_ISL_445015|2020-04-20|NorthAmerica	EPI_ISL_445015	2020-04-20	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0339/2020|EPI_ISL_489748|2020-04-19|NorthAmerica	EPI_ISL_489748	2020-04-19	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-230/2020|EPI_ISL_498711|2020-04-18|NorthAmerica	EPI_ISL_498711	2020-04-18	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-051/2020|EPI_ISL_436555|2020-04-17|NorthAmerica	EPI_ISL_436555	2020-04-17	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1849/2020|EPI_ISL_613929|2020-04-09|NorthAmerica	EPI_ISL_613929	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1251/2020|EPI_ISL_541147|2020-04-13|NorthAmerica	EPI_ISL_541147	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1396/2020|EPI_ISL_549178|2020-04-13|NorthAmerica	EPI_ISL_549178	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1961/2020|EPI_ISL_653114|2020-04-13|NorthAmerica	EPI_ISL_653114	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0198/2020|EPI_ISL_480849|2020-04-05|NorthAmerica	EPI_ISL_480849	2020-04-05	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0196/2020|EPI_ISL_480847|2020-04-03|NorthAmerica	EPI_ISL_480847	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0883/2020|EPI_ISL_517774|2020-04-04|NorthAmerica	EPI_ISL_517774	2020-04-04	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0195/2020|EPI_ISL_480846|2020-04-03|NorthAmerica	EPI_ISL_480846	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1857/2020|EPI_ISL_613758|2020-04-10|NorthAmerica	EPI_ISL_613758	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1952/2020|EPI_ISL_653105|2020-04-11|NorthAmerica	EPI_ISL_653105	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1971/2020|EPI_ISL_653124|2020-04-16|NorthAmerica	EPI_ISL_653124	2020-04-16	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1950/2020|EPI_ISL_653103|2020-04-11|NorthAmerica	EPI_ISL_653103	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1844/2020|EPI_ISL_613924|2020-04-10|NorthAmerica	EPI_ISL_613924	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1816/2020|EPI_ISL_613905|2020-04-08|NorthAmerica	EPI_ISL_613905	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1859/2020|EPI_ISL_613937|2020-04-10|NorthAmerica	EPI_ISL_613937	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0087/2020|EPI_ISL_445030|2020-04-24|NorthAmerica	EPI_ISL_445030	2020-04-24	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0101/2020|EPI_ISL_445043|2020-04-27|NorthAmerica	EPI_ISL_445043	2020-04-27	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-9F97/2020|EPI_ISL_513265|2020-04-24|NorthAmerica	EPI_ISL_513265	2020-04-24	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1400/2020|EPI_ISL_549182|2020-04-11|NorthAmerica	EPI_ISL_549182	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1401/2020|EPI_ISL_549183|2020-04-11|NorthAmerica	EPI_ISL_549183	2020-04-11	NorthAmerica	USA	FL	B.1	0.991077403524426	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1985/2020|EPI_ISL_653138|2020-04-17|NorthAmerica	EPI_ISL_653138	2020-04-17	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1947/2020|EPI_ISL_653100|2020-04-10|NorthAmerica	EPI_ISL_653100	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1851/2020|EPI_ISL_613931|2020-04-09|NorthAmerica	EPI_ISL_613931	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1856/2020|EPI_ISL_613714|2020-04-10|NorthAmerica	EPI_ISL_613714	2020-04-10	NorthAmerica	USA	FL	B.1	0.938512086364703	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0199/2020|EPI_ISL_480850|2020-04-07|NorthAmerica	EPI_ISL_480850	2020-04-07	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0782/2020|EPI_ISL_512586|2020-04-07|NorthAmerica	EPI_ISL_512586	2020-04-07	NorthAmerica	USA	FL	B.1	0.892507345739471	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0203/2020|EPI_ISL_480854|2020-04-07|NorthAmerica	EPI_ISL_480854	2020-04-07	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0177/2020|EPI_ISL_480828|2020-04-04|NorthAmerica	EPI_ISL_480828	2020-04-04	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-229/2020|EPI_ISL_498710|2020-04-18|NorthAmerica	EPI_ISL_498710	2020-04-18	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0352/2020|EPI_ISL_489761|2020-04-13|NorthAmerica	EPI_ISL_489761	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0632/2020|EPI_ISL_508836|2020-04-06|NorthAmerica	EPI_ISL_508836	2020-04-06	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-231/2020|EPI_ISL_498712|2020-04-18|NorthAmerica	EPI_ISL_498712	2020-04-18	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0380/2020|EPI_ISL_489789|2020-04-23|NorthAmerica	EPI_ISL_489789	2020-04-23	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0378/2020|EPI_ISL_489787|2020-04-23|NorthAmerica	EPI_ISL_489787	2020-04-23	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0232/2020|EPI_ISL_480883|2020-04-23|NorthAmerica	EPI_ISL_480883	2020-04-23	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0221/2020|EPI_ISL_480872|2020-04-19|NorthAmerica	EPI_ISL_480872	2020-04-19	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-048/2020|EPI_ISL_436552|2020-04-16|NorthAmerica	EPI_ISL_436552	2020-04-16	NorthAmerica	USA	FL	B.1	0.976928296765438	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0106/2020|EPI_ISL_445048|2020-04-28|NorthAmerica	EPI_ISL_445048	2020-04-28	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0387/2020|EPI_ISL_489796|2020-04-29|NorthAmerica	EPI_ISL_489796	2020-04-29	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-047/2020|EPI_ISL_436551|2020-04-16|NorthAmerica	EPI_ISL_436551	2020-04-16	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0076/2020|EPI_ISL_445019|2020-04-28|NorthAmerica	EPI_ISL_445019	2020-04-28	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0379/2020|EPI_ISL_489788|2020-04-23|NorthAmerica	EPI_ISL_489788	2020-04-23	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-020/2020|EPI_ISL_436524|2020-04-14|NorthAmerica	EPI_ISL_436524	2020-04-14	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0070/2020|EPI_ISL_445013|2020-04-16|NorthAmerica	EPI_ISL_445013	2020-04-16	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0388/2020|EPI_ISL_489797|2020-04-29|NorthAmerica	EPI_ISL_489797	2020-04-29	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0104/2020|EPI_ISL_445046|2020-04-27|NorthAmerica	EPI_ISL_445046	2020-04-27	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0236/2020|EPI_ISL_480887|2020-04-24|NorthAmerica	EPI_ISL_480887	2020-04-24	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1996/2020|EPI_ISL_653149|2020-04-24|NorthAmerica	EPI_ISL_653149	2020-04-24	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-046/2020|EPI_ISL_436550|2020-04-16|NorthAmerica	EPI_ISL_436550	2020-04-16	NorthAmerica	USA	FL	B.1	0.981535690159874	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-017/2020|EPI_ISL_436521|2020-04-08|NorthAmerica	EPI_ISL_436521	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1454/2020|EPI_ISL_549236|2020-04-08|NorthAmerica	EPI_ISL_549236	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0156/2020|EPI_ISL_480807|2020-04-01|NorthAmerica	EPI_ISL_480807	2020-04-01	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1462/2020|EPI_ISL_549244|2020-04-20|NorthAmerica	EPI_ISL_549244	2020-04-20	NorthAmerica	USA	FL	B.1.276	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1813/2020|EPI_ISL_613717|2020-04-03|NorthAmerica	EPI_ISL_613717	2020-04-03	NorthAmerica	USA	FL	B.1.276	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0202/2020|EPI_ISL_480853|2020-04-07|NorthAmerica	EPI_ISL_480853	2020-04-07	NorthAmerica	USA	FL	B.1.276	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1843/2020|EPI_ISL_613923|2020-04-09|NorthAmerica	EPI_ISL_613923	2020-04-09	NorthAmerica	USA	FL	B.1.276	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0194/2020|EPI_ISL_480845|2020-04-04|NorthAmerica	EPI_ISL_480845	2020-04-04	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0604/2020|EPI_ISL_508808|2020-04-03|NorthAmerica	EPI_ISL_508808	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1822/2020|EPI_ISL_613909|2020-04-08|NorthAmerica	EPI_ISL_613909	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1948/2020|EPI_ISL_653101|2020-04-10|NorthAmerica	EPI_ISL_653101	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1458/2020|EPI_ISL_549240|2020-04-08|NorthAmerica	EPI_ISL_549240	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-08/2020|EPI_ISL_436512|2020-04-03|NorthAmerica	EPI_ISL_436512	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0223/2020|EPI_ISL_480874|2020-04-20|NorthAmerica	EPI_ISL_480874	2020-04-20	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0618/2020|EPI_ISL_508822|2020-04-03|NorthAmerica	EPI_ISL_508822	2020-04-03	NorthAmerica	USA	FL	B.1.1.33	0.975537938844847	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A8WJ/2020|EPI_ISL_479775|2020-04-17|NorthAmerica	EPI_ISL_479775	2020-04-17	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A6U2/2020|EPI_ISL_479769|2020-04-15|NorthAmerica	EPI_ISL_479769	2020-04-15	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A6U1/2020|EPI_ISL_479768|2020-04-15|NorthAmerica	EPI_ISL_479768	2020-04-15	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A6U7/2020|EPI_ISL_479772|2020-04-15|NorthAmerica	EPI_ISL_479772	2020-04-15	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A3MJ/2020|EPI_ISL_479766|2020-04-09|NorthAmerica	EPI_ISL_479766	2020-04-09	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A87U/2020|EPI_ISL_479774|2020-04-17|NorthAmerica	EPI_ISL_479774	2020-04-17	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A81P/2020|EPI_ISL_479773|2020-04-17|NorthAmerica	EPI_ISL_479773	2020-04-17	NorthAmerica	USA	FL	B.1.1.192	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-AO2N/2020|EPI_ISL_527381|2020-04-03|NorthAmerica	EPI_ISL_527381	2020-04-03	NorthAmerica	USA	FL	B.1.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-06-UMTL-A6U6/2020|EPI_ISL_479771|2020-04-15|NorthAmerica	EPI_ISL_479771	2020-04-15	NorthAmerica	USA	FL	B.1.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0220/2020|EPI_ISL_480871|2020-04-19|NorthAmerica	EPI_ISL_480871	2020-04-19	NorthAmerica	USA	FL	B.1.1.231	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-228/2020|EPI_ISL_498709|2020-04-18|NorthAmerica	EPI_ISL_498709	2020-04-18	NorthAmerica	USA	FL	B.1.1.231	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1987/2020|EPI_ISL_653140|2020-04-19|NorthAmerica	EPI_ISL_653140	2020-04-19	NorthAmerica	USA	FL	B.1.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0176/2020|EPI_ISL_480827|2020-04-03|NorthAmerica	EPI_ISL_480827	2020-04-03	NorthAmerica	USA	FL	B.1.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1460/2020|EPI_ISL_549242|2020-04-09|NorthAmerica	EPI_ISL_549242	2020-04-09	NorthAmerica	USA	FL	B.1.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1954/2020|EPI_ISL_653107|2020-04-11|NorthAmerica	EPI_ISL_653107	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1861/2020|EPI_ISL_613939|2020-04-10|NorthAmerica	EPI_ISL_613939	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1823/2020|EPI_ISL_613910|2020-04-08|NorthAmerica	EPI_ISL_613910	2020-04-08	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1862/2020|EPI_ISL_613940|2020-04-10|NorthAmerica	EPI_ISL_613940	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1863/2020|EPI_ISL_613941|2020-04-10|NorthAmerica	EPI_ISL_613941	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1979/2020|EPI_ISL_653132|2020-04-17|NorthAmerica	EPI_ISL_653132	2020-04-17	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1980/2020|EPI_ISL_653133|2020-04-17|NorthAmerica	EPI_ISL_653133	2020-04-17	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1842/2020|EPI_ISL_613922|2020-04-09|NorthAmerica	EPI_ISL_613922	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1978/2020|EPI_ISL_653131|2020-04-17|NorthAmerica	EPI_ISL_653131	2020-04-17	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1855/2020|EPI_ISL_613935|2020-04-09|NorthAmerica	EPI_ISL_613935	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1953/2020|EPI_ISL_653106|2020-04-11|NorthAmerica	EPI_ISL_653106	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UF-18/2020|EPI_ISL_468722|2020-04-09|NorthAmerica	EPI_ISL_468722	2020-04-09	NorthAmerica	USA	FL	B.1.552	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UF10/2020|EPI_ISL_447903|2020-04-07|NorthAmerica	EPI_ISL_447903	2020-04-07	NorthAmerica	USA	FL	B.1.552	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica	EPI_ISL_480819	2020-04-02	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0623/2020|EPI_ISL_508827|2020-04-05|NorthAmerica	EPI_ISL_508827	2020-04-05	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1848/2020|EPI_ISL_613928|2020-04-09|NorthAmerica	EPI_ISL_613928	2020-04-09	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica	EPI_ISL_613918	2020-04-09	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica	EPI_ISL_495379	2020-04-01	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica	EPI_ISL_508835	2020-04-06	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1836/2020|EPI_ISL_613767|2020-04-09|NorthAmerica	EPI_ISL_613767	2020-04-09	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica	EPI_ISL_508834	2020-04-06	NorthAmerica	USA	FL	B	0.972745855098796	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1990/2020|EPI_ISL_653143|2020-04-10|NorthAmerica	EPI_ISL_653143	2020-04-10	NorthAmerica	USA	FL	B	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0355/2020|EPI_ISL_489764|2020-04-12|NorthAmerica	EPI_ISL_489764	2020-04-12	NorthAmerica	USA	FL	B.28	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica	EPI_ISL_498708	2020-04-16	NorthAmerica	USA	FL	B.40	NA	2021-11-25	v1.2.101	FL
